frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
128,104598.482685,100584.973704,100474.678721,100474.678721,100474.678721,100381.009564
1024,324164.721753,326871.181078,277255.568280,277271.547134,277466.707363,277513.432596
16,241367.984161,232309.929958,173644.530585,173644.530585,173644.530585,173644.530585
256,222836.248236,197913.159757,170081.708461,169771.864642,169771.864642,169771.864642
8192,505477.323711,358026.864756,335112.155361,202970.394341,207312.316110,204939.852242
2,119076.891259,125080.963879,125080.963879,125080.963879,125080.963879,125080.963879
32,236240.205376,236103.311453,236103.311453,236227.673790,236231.813209,236103.311453
8,273515.498952,244741.654806,244741.654806,244741.654806,244741.654806,244741.654806
64,287162.643098,274687.020360,274687.020360,274857.093880,274857.093880,274687.020360
16384,547111.398570,514974.428166,511552.727438,340739.835141,341259.557619,340408.356456
4,608909.526155,616976.462789,616976.462789,616976.462789,617758.884270,616976.462789
2048,1275678.974630,922429.065983,569349.732601,526538.666143,526538.666143,526437.001977
65536,730546.739847,730546.739847,730546.739847,730546.739847,730546.739847,730546.739847
32768,748801.090786,748801.090786,752233.274844,762504.555712,847083.494744,894516.594991
512,1062158.300937,1077384.609690,544502.009150,544502.009150,544502.009150,544502.009150
4096,2024625.059004,1626860.913568,1552509.632104,1082059.728472,1082716.575866,768737.689627
