frequency,Dynamic_BAL_njobs25_mode0_L2_norm_flow_time,Dynamic_BAL_njobs25_mode0_maximum_flow_time,Dynamic_BAL_njobs25_mode1_L2_norm_flow_time,Dynamic_BAL_njobs25_mode1_maximum_flow_time,Dynamic_BAL_njobs25_mode2_L2_norm_flow_time,Dynamic_BAL_njobs25_mode2_maximum_flow_time,Dynamic_BAL_njobs25_mode4_L2_norm_flow_time,Dynamic_BAL_njobs25_mode4_maximum_flow_time,Dynamic_BAL_njobs25_mode8_L2_norm_flow_time,Dynamic_BAL_njobs25_mode8_maximum_flow_time,Dynamic_BAL_njobs25_mode16_L2_norm_flow_time,Dynamic_BAL_njobs25_mode16_maximum_flow_time
8,51053.492897,21769.000000,59201.459230,13808.000000,55155.860441,21769.000000,51012.433857,21769.000000,51053.492897,21769.000000,51053.492897,21769.000000
1024,111831.161543,47937.000000,119246.994390,38367.000000,113577.303446,38367.000000,110625.250273,47937.000000,111831.161543,47937.000000,111831.161543,47937.000000
4,55250.694041,28108.000000,60400.445214,16621.000000,55994.987186,17690.000000,55250.694041,28108.000000,55250.694041,28108.000000,55250.694041,28108.000000
4096,168989.468012,109731.000000,281322.060123,57911.000000,252131.987025,58229.000000,233673.627586,61963.000000,168989.468012,109731.000000,168989.468012,109731.000000
32,129345.243202,105127.000000,169916.582431,61709.000000,142570.716457,61709.000000,129345.243202,105127.000000,129345.243202,105127.000000,129345.243202,105127.000000
256,179733.164068,126429.000000,468759.419276,62816.000000,336920.068682,105509.000000,179833.182794,126429.000000,179733.164068,126429.000000,179733.164068,126429.000000
8192,327376.273468,240266.000000,561864.270320,69988.000000,488698.223935,136426.000000,327376.273468,240266.000000,327376.273468,240266.000000,327376.273468,240266.000000
2,236694.324493,176378.000000,382043.472949,66498.000000,269766.463905,99891.000000,223310.602988,127469.000000,236694.324493,176378.000000,236694.324493,176378.000000
64,274926.212521,186323.000000,2826119.949148,144971.000000,2851163.599144,150992.000000,274927.004094,186323.000000,274926.212521,186323.000000,274926.212521,186323.000000
16,218953.144339,183799.000000,293067.398634,74300.000000,216154.046367,132980.000000,218955.181905,183799.000000,218953.144339,183799.000000,218953.144339,183799.000000
128,216345.558901,106348.000000,270223.327709,52449.000000,220148.341277,103785.000000,216348.954113,106348.000000,216345.558901,106348.000000,216345.558901,106348.000000
65536,352111.996795,206834.000000,2519032.837928,186374.000000,2438254.772830,186374.000000,352111.996795,206834.000000,352111.996795,206834.000000,352111.996795,206834.000000
2048,237842.058728,159042.000000,1940634.179375,112948.000000,1387594.205864,128822.000000,268977.420498,159042.000000,237842.058728,159042.000000,237842.058728,159042.000000
16384,594275.467225,239122.000000,642234.424133,132926.000000,610861.899756,195452.000000,594275.467225,239122.000000,594275.467225,239122.000000,594275.467225,239122.000000
32768,642285.115948,202832.000000,930511.119130,86185.000000,653655.653519,161555.000000,642285.115948,202832.000000,642285.115948,202832.000000,642285.115948,202832.000000
512,677079.832606,315782.000000,1734337.816606,192685.000000,858583.098118,292903.000000,666559.621798,315782.000000,677079.832606,315782.000000,677079.832606,315782.000000
