frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time,RFDynamic_njobs100_mode1_maximum_flow_time,RFDynamic_njobs100_mode2_maximum_flow_time,RFDynamic_njobs100_mode3_maximum_flow_time,RFDynamic_njobs100_mode4_maximum_flow_time,RFDynamic_njobs100_mode5_maximum_flow_time,RFDynamic_njobs100_mode6_maximum_flow_time
1024,96090.402044,83275.059291,52667.595028,52932.592351,52633.540903,52629.685179,11470.000000,11470.000000,11470.000000,11470.000000,11470.000000,11470.000000
16384,564051.357295,292092.641854,60994.933978,61009.625872,60992.328263,61028.508224,29319.000000,29319.000000,29319.000000,29319.000000,29319.000000,29319.000000
32,106322.467555,65334.604912,48576.039207,48600.187963,51257.633471,48616.240867,27814.000000,27814.000000,27814.000000,27814.000000,27814.000000,27814.000000
8,278196.569869,63081.227200,64170.066900,64146.445513,64198.631076,63086.193252,31499.000000,31499.000000,31499.000000,31499.000000,31499.000000,31499.000000
2,41090.412057,38886.078447,38893.513110,38937.743990,38939.419808,38848.950797,13363.000000,13388.000000,13380.000000,13372.000000,13381.000000,13377.000000
4096,228921.199634,86208.167484,53958.646555,61966.995320,62031.305951,53868.203571,21927.000000,18235.000000,18247.000000,18206.000000,18257.000000,18184.000000
64,78173.823841,35921.352090,34961.219658,34235.324622,34224.389680,34187.180960,6248.000000,6248.000000,6248.000000,6248.000000,6248.000000,6248.000000
16,64792.739724,33175.390608,33167.146064,33169.253926,33166.013553,33161.717039,10067.000000,10067.000000,10067.000000,10067.000000,10067.000000,10067.000000
2048,117321.665842,56397.422415,56194.172225,56209.156229,84745.048628,55978.216165,8304.000000,8304.000000,8304.000000,8304.000000,8304.000000,8304.000000
4,309758.005412,39243.202392,39140.679785,39270.093112,39112.610933,39350.842672,19326.000000,19326.000000,19326.000000,19326.000000,19326.000000,19326.000000
512,384404.355862,239439.870709,74016.227842,88086.719748,88074.251850,73881.652276,39188.000000,39188.000000,39188.000000,39188.000000,39188.000000,39188.000000
128,656000.318126,86453.680315,86458.928018,86446.318562,87204.212639,86460.940545,51572.000000,51572.000000,51572.000000,51572.000000,51572.000000,51572.000000
65536,841012.898761,464440.778865,390691.822434,373519.589316,373132.426913,373220.419668,32959.000000,32963.000000,32963.000000,32959.000000,32960.000000,32962.000000
256,1256896.150131,603570.000177,103736.784696,103630.761751,103642.851905,103642.964720,55541.000000,50901.000000,31484.000000,31383.000000,31483.000000,31509.000000
32768,743020.617181,447873.520917,399306.139110,399674.245530,400708.940988,398839.505946,48601.000000,48601.000000,48601.000000,48601.000000,48601.000000,48601.000000
8192,3254408.561405,1591596.047740,1100736.255653,162140.946395,162995.908197,162157.089318,119232.000000,117247.000000,109796.000000,88491.000000,88491.000000,88491.000000
