frequency,RFDynamic_njobs100_mode0_L2_norm_flow_time,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode8_L2_norm_flow_time,RFDynamic_njobs100_mode16_L2_norm_flow_time,RFDynamic_njobs100_mode0_maximum_flow_time,RFDynamic_njobs100_mode1_maximum_flow_time,RFDynamic_njobs100_mode2_maximum_flow_time,RFDynamic_njobs100_mode4_maximum_flow_time,RFDynamic_njobs100_mode8_maximum_flow_time,RFDynamic_njobs100_mode16_maximum_flow_time
2,53433.988472,269834.580682,226779.722751,53436.255127,53426.237337,53444.286982,22349.000000,22368.000000,22375.000000,22371.000000,22365.000000,22357.000000
64,45692.185612,75970.490890,46010.831486,45706.974479,45687.304648,45742.167122,14534.000000,14534.000000,14534.000000,14534.000000,14534.000000,14534.000000
16384,119544.628165,290089.133797,219714.142927,136615.397738,119541.821443,119502.314727,17069.000000,17337.000000,17107.000000,17080.000000,17035.000000,17069.000000
2048,55077.285681,90526.773012,55221.441198,55080.800466,55071.960824,55082.707840,11228.000000,11229.000000,11221.000000,11230.000000,11228.000000,11223.000000
8,111928.497819,1275636.966091,111984.828870,111932.348881,111908.007024,111923.218181,69710.000000,69710.000000,69710.000000,69710.000000,69710.000000,69710.000000
4,37757.611339,186230.084162,96367.855232,37757.677246,37756.328979,37750.788296,14969.000000,14969.000000,14969.000000,14969.000000,14969.000000,14969.000000
256,39350.933178,88529.875353,43749.340795,39345.217753,39322.503964,39352.763372,7666.000000,7666.000000,7666.000000,7666.000000,7666.000000,7666.000000
128,43920.237192,219115.400579,150167.617112,43941.310506,43889.473670,43899.017381,14856.000000,14846.000000,14864.000000,14829.000000,14840.000000,14860.000000
8192,143112.838676,883574.404677,513059.636281,143122.747933,143422.630352,143116.674553,43462.000000,44766.000000,44766.000000,43462.000000,43462.000000,43462.000000
32,74640.169098,729435.384564,244984.754915,74692.621838,74691.766722,74688.387806,47453.000000,47453.000000,47453.000000,47453.000000,47453.000000,47453.000000
1024,75584.529145,650430.368474,470164.115286,75571.917569,75571.622273,75537.679948,32375.000000,35810.000000,34990.000000,32375.000000,32375.000000,32375.000000
65536,222020.155900,641241.184360,222027.663499,222408.901434,222072.209157,222062.930029,65729.000000,65729.000000,65729.000000,65729.000000,65729.000000,65729.000000
4096,90328.187682,496707.651045,422001.674678,363952.777984,90346.249712,90334.255950,20003.000000,28701.000000,26199.000000,25392.000000,19954.000000,19994.000000
512,36291.761972,51699.930319,36372.321730,36284.570895,36270.958493,36291.074371,7482.000000,7482.000000,7482.000000,7482.000000,7482.000000,7482.000000
32768,179222.334735,720872.776954,179208.077404,179560.134662,179423.291367,179175.883305,44338.000000,44344.000000,44305.000000,44344.000000,44335.000000,44353.000000
16,67993.402423,699852.538073,513359.390049,67993.128087,67997.052098,68000.966670,34445.000000,43107.000000,34445.000000,34445.000000,34445.000000,34445.000000
