frequency,RFDynamic_njobs200_mode0_L2_norm_flow_time,RFDynamic_njobs200_mode1_L2_norm_flow_time,RFDynamic_njobs200_mode2_L2_norm_flow_time,RFDynamic_njobs200_mode4_L2_norm_flow_time,RFDynamic_njobs200_mode8_L2_norm_flow_time,RFDynamic_njobs200_mode16_L2_norm_flow_time,RFDynamic_njobs200_mode0_maximum_flow_time,RFDynamic_njobs200_mode1_maximum_flow_time,RFDynamic_njobs200_mode2_maximum_flow_time,RFDynamic_njobs200_mode4_maximum_flow_time,RFDynamic_njobs200_mode8_maximum_flow_time,RFDynamic_njobs200_mode16_maximum_flow_time
8,69002.471666,267402.449207,69008.538160,69041.504590,68972.523783,69041.913907,46432.000000,46432.000000,46432.000000,46432.000000,46432.000000,46432.000000
4096,58462.964182,66334.622325,58553.315483,58531.713242,58563.180259,58418.810173,14808.000000,14808.000000,14808.000000,14808.000000,14808.000000,14808.000000
4,38196.846113,38192.698124,38195.445566,38199.475088,38204.689935,38198.333694,12896.000000,12896.000000,12896.000000,12896.000000,12896.000000,12896.000000
2048,98501.609723,167270.428265,98316.567215,98338.913132,98337.079833,98264.985707,26692.000000,26692.000000,26692.000000,26692.000000,26692.000000,26692.000000
256,67419.579226,54778.360143,50908.132602,50883.418861,50908.499870,50879.006673,20095.000000,20095.000000,20095.000000,20095.000000,20095.000000,20095.000000
128,43983.568364,61796.438716,43984.789337,43980.732691,43975.465182,43980.960074,13674.000000,13674.000000,13674.000000,13674.000000,13674.000000,13674.000000
65536,56513.429466,56521.766206,56520.403228,56538.733820,56287.085215,56285.137461,28533.000000,28533.000000,28533.000000,28533.000000,28533.000000,28533.000000
32768,109098.705244,109120.282748,109103.732672,109099.086403,109104.411267,109111.581145,86905.000000,86905.000000,86905.000000,86905.000000,86905.000000,86905.000000
32,101737.491231,101813.789213,101719.487877,102450.948444,102439.932253,102445.643704,34957.000000,34957.000000,34957.000000,34957.000000,34957.000000,34957.000000
16,55811.678903,169058.286839,55811.405609,55775.234361,55819.733840,55816.076018,21722.000000,21722.000000,21722.000000,21722.000000,21722.000000,21722.000000
8192,102394.801919,102330.301290,102401.218211,102404.561656,102364.638636,102339.275862,26774.000000,26774.000000,26774.000000,26774.000000,26774.000000,26774.000000
16384,129535.175690,129549.269172,129562.480742,129486.764150,129517.562408,129512.655389,36746.000000,36746.000000,36746.000000,36746.000000,36746.000000,36746.000000
2,59225.101646,59005.350079,59203.854714,58926.731481,59022.354282,59019.167937,24060.000000,24060.000000,24060.000000,24060.000000,24060.000000,24060.000000
64,96363.091508,330705.120810,98294.909044,96342.298820,96320.183217,96319.198626,28053.000000,28113.000000,28695.000000,28127.000000,28054.000000,28072.000000
1024,117591.829453,117601.135262,117565.082410,117620.620229,117602.794427,117592.410695,59356.000000,59356.000000,59356.000000,59356.000000,59356.000000,59356.000000
512,172281.981173,2076181.264075,172276.558008,172386.752110,172399.259065,172275.518760,145436.000000,147397.000000,145436.000000,145436.000000,145436.000000,145436.000000
