Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
34,4.073000,262144.000000,219369.396605,123397.000000
34,4.639000,32768.000000,120835.609590,77776.000000
34,5.649000,4096.000000,174020.917993,71733.000000
34,7.918000,512.000000,139688.120876,31528.000000
34,16.772000,64.000000,72911.168623,13794.000000
34,30.000000,6.000000,109449.562302,5810.000000
34,30.000000,9.000000,65184.021746,3637.000000
34,30.000000,12.000000,71374.785506,7166.000000
34,30.000000,15.000000,160973.999298,32212.000000
34,30.000000,18.000000,81964.986208,11649.000000
