Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
36,4.073000,262144.000000,70626.177456,47851.000000
36,4.639000,32768.000000,127973.465304,94562.000000
36,5.649000,4096.000000,138506.331747,45166.000000
36,7.918000,512.000000,74712.364706,18834.000000
36,16.772000,64.000000,39170.499997,4141.000000
36,30.000000,6.000000,49967.076681,2981.000000
36,30.000000,9.000000,45987.448603,3180.000000
36,30.000000,12.000000,45631.659065,2874.000000
36,30.000000,15.000000,44457.024496,6630.000000
36,30.000000,18.000000,61848.113367,9705.000000
