Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
38,4.073000,262144.000000,58723.147395,31435.000000
38,4.639000,32768.000000,64334.514042,31623.000000
38,5.649000,4096.000000,44909.836729,14799.000000
38,7.918000,512.000000,30223.469887,6129.000000
38,16.772000,64.000000,32181.380424,3302.000000
38,30.000000,6.000000,40047.041688,2204.000000
38,30.000000,9.000000,35629.866306,2225.000000
38,30.000000,12.000000,33253.865760,3102.000000
38,30.000000,15.000000,33167.052296,3990.000000
38,30.000000,18.000000,37125.640641,5803.000000
