Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
28,4.073000,262144.000000,167799.193502,129771.000000
28,4.639000,32768.000000,275988.361528,118814.000000
28,5.649000,4096.000000,662217.761951,278030.000000
28,7.918000,512.000000,2543203.166078,298899.000000
28,16.772000,64.000000,6001722.091622,301503.000000
28,30.000000,6.000000,8796680.506453,204773.000000
28,30.000000,9.000000,7710389.365670,241846.000000
28,30.000000,12.000000,5242778.891809,299412.000000
28,30.000000,15.000000,5021773.735247,305479.000000
28,30.000000,18.000000,5969899.842296,303889.000000
