Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
30,4.073000,262144.000000,119118.535254,65273.000000
30,4.639000,32768.000000,771134.183359,333601.000000
30,5.649000,4096.000000,508714.412492,181988.000000
30,7.918000,512.000000,1391089.815018,188135.000000
30,16.772000,64.000000,1079028.568248,180955.000000
30,30.000000,6.000000,2855292.080820,75519.000000
30,30.000000,9.000000,1186467.955263,70831.000000
30,30.000000,12.000000,1755154.263150,252467.000000
30,30.000000,15.000000,2472393.740832,272003.000000
30,30.000000,18.000000,1626118.681328,180019.000000
