Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
24,4.073000,262144.000000,485279.498542,169877.000000
24,4.639000,32768.000000,870645.036020,304550.000000
24,5.649000,4096.000000,1578687.100766,277889.000000
24,7.918000,512.000000,4794229.771369,301497.000000
24,16.772000,64.000000,10528983.668181,303328.000000
24,30.000000,6.000000,13227404.342243,277817.000000
24,30.000000,9.000000,12699466.736425,306012.000000
24,30.000000,12.000000,11970007.577950,306825.000000
24,30.000000,15.000000,11776056.746895,305930.000000
24,30.000000,18.000000,10497161.494603,307172.000000
