Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
40,4.073000,262144.000000,213993.915832,173704.000000
40,4.639000,32768.000000,90270.626889,70403.000000
40,5.649000,4096.000000,51085.118479,23343.000000
40,7.918000,512.000000,31259.849264,6992.000000
40,16.772000,64.000000,27120.285950,1869.000000
40,30.000000,6.000000,34851.002712,3208.000000
40,30.000000,9.000000,27200.295844,1797.000000
40,30.000000,12.000000,27191.014692,3026.000000
40,30.000000,15.000000,27528.509331,4363.000000
40,30.000000,18.000000,27560.111792,2984.000000
