Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
24,4.073000,262144.000000,133960.755649,55420.000000
24,4.639000,32768.000000,945976.873377,243912.000000
24,5.649000,4096.000000,1843246.571676,272592.000000
24,7.918000,512.000000,4185585.694333,292141.000000
24,16.772000,64.000000,10885531.201937,298374.000000
24,30.000000,6.000000,13530088.377526,278915.000000
24,30.000000,9.000000,12710456.151055,303889.000000
24,30.000000,12.000000,12069173.724055,307749.000000
24,30.000000,15.000000,11547564.838897,303094.000000
24,30.000000,18.000000,10893768.659743,306942.000000
