Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
22,4.073000,262144.000000,745700.445162,243257.000000
22,4.639000,32768.000000,1308459.844396,271649.000000
22,5.649000,4096.000000,2401377.531545,280633.000000
22,7.918000,512.000000,4685601.012678,288817.000000
22,16.772000,64.000000,11492992.104335,303691.000000
22,30.000000,6.000000,14258732.129886,305428.000000
22,30.000000,9.000000,13362500.869550,305286.000000
22,30.000000,12.000000,12704614.963240,298247.000000
22,30.000000,15.000000,12071573.672376,302093.000000
22,30.000000,18.000000,12178007.850365,307970.000000
