Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
28,4.073000,262144.000000,151083.110221,83628.000000
28,4.639000,32768.000000,411877.843677,211540.000000
28,5.649000,4096.000000,613560.740913,191691.000000
28,7.918000,512.000000,2652065.946132,293865.000000
28,16.772000,64.000000,5549086.998380,298555.000000
28,30.000000,6.000000,8966166.512024,211170.000000
28,30.000000,9.000000,7808080.253157,185864.000000
28,30.000000,12.000000,5154055.291600,303606.000000
28,30.000000,15.000000,5394432.747938,301562.000000
28,30.000000,18.000000,5520330.499188,294972.000000
