Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
32,4.073000,262144.000000,284584.210462,189197.000000
32,4.639000,32768.000000,161084.051920,84063.000000
32,5.649000,4096.000000,593609.717879,243054.000000
32,7.918000,512.000000,153252.983544,30429.000000
32,16.772000,64.000000,140984.688782,21944.000000
32,30.000000,6.000000,281912.034654,12448.000000
32,30.000000,9.000000,166060.371269,20219.000000
32,30.000000,12.000000,136200.437297,18122.000000
32,30.000000,15.000000,178893.988169,39993.000000
32,30.000000,18.000000,271802.078506,38326.000000
