Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
30,4.073000,262144.000000,168509.508951,149571.000000
30,4.639000,32768.000000,383690.073473,221345.000000
30,5.649000,4096.000000,908785.625943,287290.000000
30,7.918000,512.000000,511299.159622,75666.000000
30,16.772000,64.000000,1646279.664757,228681.000000
30,30.000000,6.000000,1689769.980154,43900.000000
30,30.000000,9.000000,2429229.642468,168624.000000
30,30.000000,12.000000,3132509.819617,208471.000000
30,30.000000,15.000000,1731806.079089,215097.000000
30,30.000000,18.000000,4204155.785380,296325.000000
