Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
26,4.073000,262144.000000,136505.722741,105124.000000
26,4.639000,32768.000000,693302.219958,251617.000000
26,5.649000,4096.000000,1302244.939248,281827.000000
26,7.918000,512.000000,4037362.481786,303447.000000
26,16.772000,64.000000,9385043.211154,303407.000000
26,30.000000,6.000000,12560561.986242,304971.000000
26,30.000000,9.000000,11796708.292221,303191.000000
26,30.000000,12.000000,9954701.530857,304021.000000
26,30.000000,15.000000,8619341.750132,305184.000000
26,30.000000,18.000000,7998180.967602,305129.000000
