arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
30,4.073000,262144,727520.026909
30,4.639000,32768,2194097.434113
30,5.649000,4096,1073447.091346
30,7.918000,512,5281668.096566
30,16.772000,64,16469114.461333
30,30.000000,6,28372595.892996
30,30.000000,9,7082006.799925
30,30.000000,12,10653561.609400
