Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
22,4.073000,262144.000000,934765.505055,369340.000000
22,4.639000,32768.000000,1158376.017565,257566.000000
22,5.649000,4096.000000,2427404.117445,271286.000000
22,7.918000,512.000000,4978916.280867,288422.000000
22,16.772000,64.000000,11659178.673651,305399.000000
22,30.000000,6.000000,13874742.081359,304428.000000
22,30.000000,9.000000,13369475.037696,304970.000000
22,30.000000,12.000000,12919942.573478,305196.000000
22,30.000000,15.000000,12258632.010529,304831.000000
22,30.000000,18.000000,12161024.681339,307587.000000
