Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
24,4.073000,262144.000000,789107.714270,284654.000000
24,4.639000,32768.000000,417604.599213,244345.000000
24,5.649000,4096.000000,1464531.086420,266943.000000
24,7.918000,512.000000,4186933.921227,302411.000000
24,16.772000,64.000000,10790955.094094,305468.000000
24,30.000000,6.000000,13077236.446339,278620.000000
24,30.000000,9.000000,12775629.938589,283248.000000
24,30.000000,12.000000,12051922.644574,305360.000000
24,30.000000,15.000000,11851974.702963,306071.000000
24,30.000000,18.000000,10584122.025609,304506.000000
