Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
32,4.073000,262144.000000,82281.312793,47895.000000
32,4.639000,32768.000000,94440.403160,37217.000000
32,5.649000,4096.000000,321744.252152,144956.000000
32,7.918000,512.000000,96193.908705,19365.000000
32,16.772000,64.000000,117270.512538,16118.000000
32,30.000000,6.000000,240445.816745,11346.000000
32,30.000000,9.000000,228364.962956,10836.000000
32,30.000000,12.000000,281377.068852,35067.000000
32,30.000000,15.000000,313339.748725,73135.000000
32,30.000000,18.000000,317588.964311,43965.000000
