Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
38,4.073000,262144.000000,80614.896837,42239.000000
38,4.639000,32768.000000,243505.844636,140897.000000
38,5.649000,4096.000000,53630.946607,23988.000000
38,7.918000,512.000000,43750.231988,8960.000000
38,16.772000,64.000000,36382.589518,4287.000000
38,30.000000,6.000000,39173.442534,2308.000000
38,30.000000,9.000000,36107.678643,2650.000000
38,30.000000,12.000000,27330.528864,3040.000000
38,30.000000,15.000000,29508.126372,4561.000000
38,30.000000,18.000000,37770.235120,4666.000000
