Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
40,4.073000,262144.000000,25817.610966,11802.000000
40,4.639000,32768.000000,49369.778367,25716.000000
40,5.649000,4096.000000,51066.792674,20309.000000
40,7.918000,512.000000,41832.344041,9118.000000
40,16.772000,64.000000,31049.704797,3961.000000
40,30.000000,6.000000,25269.937178,1714.000000
40,30.000000,9.000000,26658.158001,2241.000000
40,30.000000,12.000000,26439.613443,2441.000000
40,30.000000,15.000000,24634.919566,2808.000000
40,30.000000,18.000000,29577.452088,5483.000000
