Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
30,4.073000,262144.000000,304111.118723,242460.000000
30,4.639000,32768.000000,282716.112081,238955.000000
30,5.649000,4096.000000,1055146.522511,315347.000000
30,7.918000,512.000000,441536.462039,70091.000000
30,16.772000,64.000000,1667527.454668,211738.000000
30,30.000000,6.000000,2822955.886089,58615.000000
30,30.000000,9.000000,1945965.442360,98059.000000
30,30.000000,12.000000,1919368.095600,298961.000000
30,30.000000,15.000000,3292589.968482,305836.000000
30,30.000000,18.000000,1678621.660938,181364.000000
