Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
20,4.073000,262144.000000,741862.948337,251772.000000
20,4.639000,32768.000000,1684612.706621,278844.000000
20,5.649000,4096.000000,3014631.783007,294340.000000
20,7.918000,512.000000,5469045.898727,289299.000000
20,16.772000,64.000000,12641263.271149,303316.000000
20,30.000000,6.000000,15122584.808402,304526.000000
20,30.000000,9.000000,14467184.186636,305603.000000
20,30.000000,12.000000,13563183.754593,303973.000000
20,30.000000,15.000000,13111748.232666,305332.000000
20,30.000000,18.000000,12678575.417380,305224.000000
