Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
28,4.073000,262144.000000,733737.482277,348678.000000
28,4.639000,32768.000000,349559.035264,186320.000000
28,5.649000,4096.000000,981128.236474,308773.000000
28,7.918000,512.000000,2500052.794724,291284.000000
28,16.772000,64.000000,5454164.193994,303232.000000
28,30.000000,6.000000,11064522.059699,304275.000000
28,30.000000,9.000000,6794967.989397,304977.000000
28,30.000000,12.000000,5685018.951624,297169.000000
28,30.000000,15.000000,5029639.195185,305160.000000
28,30.000000,18.000000,5780492.640473,300967.000000
