Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
22,4.073000,262144.000000,577178.037486,210211.000000
22,4.639000,32768.000000,1000005.257178,258635.000000
22,5.649000,4096.000000,2772397.812144,291693.000000
22,7.918000,512.000000,5075008.114057,293416.000000
22,16.772000,64.000000,11213824.742642,304801.000000
22,30.000000,6.000000,14330163.182135,278503.000000
22,30.000000,9.000000,13444689.536712,266349.000000
22,30.000000,12.000000,12723979.832790,304307.000000
22,30.000000,15.000000,12546214.201016,306970.000000
22,30.000000,18.000000,12218269.782399,307849.000000
