Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
28,4.073000,262144.000000,245748.526960,128582.000000
28,4.639000,32768.000000,202465.315469,125817.000000
28,5.649000,4096.000000,605582.991699,190323.000000
28,7.918000,512.000000,2010350.765561,282962.000000
28,16.772000,64.000000,5203693.080062,291456.000000
28,30.000000,6.000000,11224979.498153,305144.000000
28,30.000000,9.000000,7023975.592825,303579.000000
28,30.000000,12.000000,5641631.549555,289977.000000
28,30.000000,15.000000,4599715.097717,300975.000000
28,30.000000,18.000000,5047513.892347,302531.000000
