Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
34,4.073000,262144.000000,140926.820925,115152.000000
34,4.639000,32768.000000,378226.794835,302515.000000
34,5.649000,4096.000000,198105.586163,58199.000000
34,7.918000,512.000000,99520.359590,21949.000000
34,16.772000,64.000000,88399.733925,21639.000000
34,30.000000,6.000000,114457.287798,8270.000000
34,30.000000,9.000000,107393.087287,6292.000000
34,30.000000,12.000000,70825.670311,13234.000000
34,30.000000,15.000000,79894.968221,15358.000000
34,30.000000,18.000000,99843.638826,13879.000000
