Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
34,4.073000,262144.000000,138553.689197,129561.000000
34,4.639000,32768.000000,224954.007344,169412.000000
34,5.649000,4096.000000,79593.079109,34809.000000
34,7.918000,512.000000,170963.774935,41660.000000
34,16.772000,64.000000,53024.164727,11445.000000
34,30.000000,6.000000,93724.394087,5609.000000
34,30.000000,9.000000,89940.352395,6172.000000
34,30.000000,12.000000,78124.142984,7684.000000
34,30.000000,15.000000,83316.301256,9772.000000
34,30.000000,18.000000,94268.364598,14532.000000
