Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
20,4.073000,262144.000000,746868.355227,228493.000000
20,4.639000,32768.000000,1486789.213780,228136.000000
20,5.649000,4096.000000,3148230.773266,266181.000000
20,7.918000,512.000000,5901074.056819,296602.000000
20,16.772000,64.000000,12599314.053968,303957.000000
20,30.000000,6.000000,15362784.636833,279118.000000
20,30.000000,9.000000,14268116.655316,304676.000000
20,30.000000,12.000000,13545716.356799,304782.000000
20,30.000000,15.000000,13263088.618686,307029.000000
20,30.000000,18.000000,12887104.354551,305860.000000
