Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
20,4.073000,262144.000000,876236.577470,209136.000000
20,4.639000,32768.000000,1945819.204769,266258.000000
20,5.649000,4096.000000,3131288.764859,290910.000000
20,7.918000,512.000000,6089907.907473,293872.000000
20,16.772000,64.000000,12676633.795481,303752.000000
20,30.000000,6.000000,15398760.081244,278688.000000
20,30.000000,9.000000,14447831.282672,266598.000000
20,30.000000,12.000000,13487988.761819,303679.000000
20,30.000000,15.000000,13023485.086335,305591.000000
20,30.000000,18.000000,12613127.532127,305441.000000
