Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
34,4.073000,262144.000000,77698.468621,57216.000000
34,4.639000,32768.000000,55016.206003,32422.000000
34,5.649000,4096.000000,118542.866854,45319.000000
34,7.918000,512.000000,113140.637730,26948.000000
34,16.772000,64.000000,89511.368038,18930.000000
34,30.000000,6.000000,107301.759506,6919.000000
34,30.000000,9.000000,99354.587478,5910.000000
34,30.000000,12.000000,72157.230345,7756.000000
34,30.000000,15.000000,70537.551843,10549.000000
34,30.000000,18.000000,71206.712809,11467.000000
