Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
34,4.073000,262144.000000,296296.434820,274901.000000
34,4.639000,32768.000000,173070.165329,148842.000000
34,5.649000,4096.000000,86281.619167,54413.000000
34,7.918000,512.000000,76912.761256,14965.000000
34,16.772000,64.000000,68175.150730,7013.000000
34,30.000000,6.000000,112385.511735,5222.000000
34,30.000000,9.000000,118877.214675,7292.000000
34,30.000000,12.000000,70869.160712,10217.000000
34,30.000000,15.000000,91223.896513,10979.000000
34,30.000000,18.000000,105551.901560,12243.000000
