Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
36,4.073000,262144.000000,264171.325552,168244.000000
36,4.639000,32768.000000,83255.629900,37414.000000
36,5.649000,4096.000000,62036.640367,23709.000000
36,7.918000,512.000000,75599.861415,18249.000000
36,16.772000,64.000000,43535.947836,6427.000000
36,30.000000,6.000000,47457.426026,2765.000000
36,30.000000,9.000000,49705.166029,3073.000000
36,30.000000,12.000000,47165.635753,7707.000000
36,30.000000,15.000000,46432.715266,7424.000000
36,30.000000,18.000000,69951.494130,12024.000000
