Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
26,4.073000,262144.000000,423228.160011,218119.000000
26,4.639000,32768.000000,806488.463745,327245.000000
26,5.649000,4096.000000,1498856.503158,281420.000000
26,7.918000,512.000000,3307795.356491,289625.000000
26,16.772000,64.000000,9046387.894167,299386.000000
26,30.000000,6.000000,12577640.911037,278166.000000
26,30.000000,9.000000,11768053.439891,305647.000000
26,30.000000,12.000000,10393447.898223,303381.000000
26,30.000000,15.000000,8173544.635596,302276.000000
26,30.000000,18.000000,8493914.166781,306455.000000
