Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
22,4.073000,262144.000000,427269.028826,170249.000000
22,4.639000,32768.000000,1161418.024601,271062.000000
22,5.649000,4096.000000,2570665.463596,273632.000000
22,7.918000,512.000000,5140385.478527,287268.000000
22,16.772000,64.000000,11829765.927300,306233.000000
22,30.000000,6.000000,14186428.899615,304833.000000
22,30.000000,9.000000,13314783.409974,304763.000000
22,30.000000,12.000000,13008377.188169,307429.000000
22,30.000000,15.000000,12277322.901710,306010.000000
22,30.000000,18.000000,11934446.225614,305004.000000
