Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
36,4.073000,262144.000000,64749.264436,36652.000000
36,4.639000,32768.000000,202642.049960,108216.000000
36,5.649000,4096.000000,88975.247030,47224.000000
36,7.918000,512.000000,64124.449775,15651.000000
36,16.772000,64.000000,40091.210284,9593.000000
36,30.000000,6.000000,52099.159667,3209.000000
36,30.000000,9.000000,50231.869306,3547.000000
36,30.000000,12.000000,54236.798062,4688.000000
36,30.000000,15.000000,54903.975539,10081.000000
36,30.000000,18.000000,52141.011143,6253.000000
