Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
38,4.073000,262144.000000,48105.471300,29669.000000
38,4.639000,32768.000000,35037.534274,18491.000000
38,5.649000,4096.000000,114896.897547,52573.000000
38,7.918000,512.000000,42145.510140,10429.000000
38,16.772000,64.000000,31714.641288,3832.000000
38,30.000000,6.000000,37393.670387,2556.000000
38,30.000000,9.000000,33929.682462,2155.000000
38,30.000000,12.000000,40501.941855,5350.000000
38,30.000000,15.000000,46443.902603,11606.000000
38,30.000000,18.000000,38048.359452,6416.000000
