Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
24,4.073000,262144.000000,231062.150128,163266.000000
24,4.639000,32768.000000,570291.037008,199397.000000
24,5.649000,4096.000000,2028781.135637,310177.000000
24,7.918000,512.000000,4097899.925556,306570.000000
24,16.772000,64.000000,10709954.723480,304261.000000
24,30.000000,6.000000,13215090.435675,277858.000000
24,30.000000,9.000000,12454713.638335,304001.000000
24,30.000000,12.000000,12026242.338856,305315.000000
24,30.000000,15.000000,11279721.153208,302135.000000
24,30.000000,18.000000,11171624.662627,307244.000000
