Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
36,4.073000,262144.000000,110572.872926,58739.000000
36,4.639000,32768.000000,222549.431500,144911.000000
36,5.649000,4096.000000,56082.106897,19542.000000
36,7.918000,512.000000,52877.218875,11502.000000
36,16.772000,64.000000,40004.628920,6751.000000
36,30.000000,6.000000,51973.230667,4103.000000
36,30.000000,9.000000,44015.816226,2497.000000
36,30.000000,12.000000,43674.425457,4355.000000
36,30.000000,15.000000,44070.488686,4668.000000
36,30.000000,18.000000,57752.914186,8245.000000
