Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
28,4.073000,262144.000000,177649.234690,138427.000000
28,4.639000,32768.000000,419901.467983,190391.000000
28,5.649000,4096.000000,786875.407880,283007.000000
28,7.918000,512.000000,2295861.009810,283708.000000
28,16.772000,64.000000,4647683.808468,302425.000000
28,30.000000,6.000000,10860847.066960,256746.000000
28,30.000000,9.000000,7595861.600971,287172.000000
28,30.000000,12.000000,6174887.514941,302177.000000
28,30.000000,15.000000,4751694.448059,294882.000000
28,30.000000,18.000000,5212407.276255,305801.000000
