Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
20,4.073000,262144.000000,1136209.092163,222610.000000
20,4.639000,32768.000000,1508390.969188,289049.000000
20,5.649000,4096.000000,2701991.520222,271503.000000
20,7.918000,512.000000,6013350.682975,291195.000000
20,16.772000,64.000000,12643354.752536,296523.000000
20,30.000000,6.000000,15121884.162560,277685.000000
20,30.000000,9.000000,14008873.083426,303796.000000
20,30.000000,12.000000,13339484.749733,301072.000000
20,30.000000,15.000000,13341085.772251,306429.000000
20,30.000000,18.000000,12695002.370229,307678.000000
