Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
38,4.073000,262144.000000,66125.404702,39976.000000
38,4.639000,32768.000000,135697.198121,97903.000000
38,5.649000,4096.000000,90863.877526,45091.000000
38,7.918000,512.000000,34180.600009,6115.000000
38,16.772000,64.000000,29977.994413,4073.000000
38,30.000000,6.000000,34666.684655,1946.000000
38,30.000000,9.000000,32045.117304,2484.000000
38,30.000000,12.000000,33511.513917,3431.000000
38,30.000000,15.000000,38635.169548,7222.000000
38,30.000000,18.000000,31593.868883,4387.000000
