Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
26,4.073000,262144.000000,710335.742152,363548.000000
26,4.639000,32768.000000,636010.965761,294147.000000
26,5.649000,4096.000000,1168299.949452,265412.000000
26,7.918000,512.000000,3195526.656445,292456.000000
26,16.772000,64.000000,8951792.573457,301016.000000
26,30.000000,6.000000,12232147.090803,276383.000000
26,30.000000,9.000000,12126853.146273,305840.000000
26,30.000000,12.000000,10097080.193350,290271.000000
26,30.000000,15.000000,7986461.634964,304222.000000
26,30.000000,18.000000,8513238.610012,308892.000000
