Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
24,4.073000,262144.000000,416631.481513,176745.000000
24,4.639000,32768.000000,807283.278112,315596.000000
24,5.649000,4096.000000,1614356.561138,276688.000000
24,7.918000,512.000000,4130765.234307,288627.000000
24,16.772000,64.000000,10565849.542095,304390.000000
24,30.000000,6.000000,13367424.687170,278525.000000
24,30.000000,9.000000,12381086.143976,304957.000000
24,30.000000,12.000000,12020918.413252,305297.000000
24,30.000000,15.000000,10522588.761972,304620.000000
24,30.000000,18.000000,10334393.310972,303093.000000
