Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
36,4.073000,262144.000000,198399.433835,117145.000000
36,4.639000,32768.000000,146751.091379,70960.000000
36,5.649000,4096.000000,100937.228310,37509.000000
36,7.918000,512.000000,67066.043166,12528.000000
36,16.772000,64.000000,45227.931923,6237.000000
36,30.000000,6.000000,72483.216768,4437.000000
36,30.000000,9.000000,49391.517399,2845.000000
36,30.000000,12.000000,50295.898809,5905.000000
36,30.000000,15.000000,51460.362232,4979.000000
36,30.000000,18.000000,65788.769482,8479.000000
