Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
32,4.073000,262144.000000,102059.987591,54765.000000
32,4.639000,32768.000000,322758.895515,223515.000000
32,5.649000,4096.000000,189082.985062,79790.000000
32,7.918000,512.000000,393856.314622,74924.000000
32,16.772000,64.000000,196454.279577,42983.000000
32,30.000000,6.000000,194132.257132,11246.000000
32,30.000000,9.000000,196941.990589,10074.000000
32,30.000000,12.000000,123711.116574,25782.000000
32,30.000000,15.000000,188659.157713,36474.000000
32,30.000000,18.000000,151582.381750,23102.000000
