arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
22,4.073000,262144,5589750.120631
22,4.639000,32768,8951708.861718
22,5.649000,4096,17748771.298462
22,7.918000,512,39674667.733739
22,16.772000,64,92703293.248430
22,30.000000,6,112959137.821916
22,30.000000,9,107557075.939502
22,30.000000,12,102998646.317323
