Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
20,4.073000,262144.000000,1099251.620539,331730.000000
20,4.639000,32768.000000,1492898.891106,260615.000000
20,5.649000,4096.000000,2902473.642717,273301.000000
20,7.918000,512.000000,5920787.482601,295687.000000
20,16.772000,64.000000,12578703.670993,302261.000000
20,30.000000,6.000000,15362956.618565,278531.000000
20,30.000000,9.000000,14230013.676467,266915.000000
20,30.000000,12.000000,13371747.172121,302935.000000
20,30.000000,15.000000,13095251.509176,305613.000000
20,30.000000,18.000000,12740769.540788,301495.000000
