Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
26,4.073000,262144.000000,407783.423988,246878.000000
26,4.639000,32768.000000,704659.159195,260716.000000
26,5.649000,4096.000000,1057595.520301,288478.000000
26,7.918000,512.000000,3436666.525885,292365.000000
26,16.772000,64.000000,9265492.227811,305281.000000
26,30.000000,6.000000,12462468.446009,278473.000000
26,30.000000,9.000000,11843688.584048,305134.000000
26,30.000000,12.000000,9817756.051096,299595.000000
26,30.000000,15.000000,8945352.655356,306059.000000
26,30.000000,18.000000,8973340.154187,307237.000000
