Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
32,4.073000,262144.000000,90505.452720,57395.000000
32,4.639000,32768.000000,208523.051850,105989.000000
32,5.649000,4096.000000,282537.081881,110227.000000
32,7.918000,512.000000,210565.945350,34155.000000
32,16.772000,64.000000,109574.578197,15723.000000
32,30.000000,6.000000,208817.539867,9982.000000
32,30.000000,9.000000,168363.364426,6762.000000
32,30.000000,12.000000,126924.879086,10351.000000
32,30.000000,15.000000,188213.925136,46356.000000
32,30.000000,18.000000,299156.476599,42774.000000
