Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
40,4.073000,262144.000000,229226.541995,176852.000000
40,4.639000,32768.000000,265863.553645,165713.000000
40,5.649000,4096.000000,51000.006118,18804.000000
40,7.918000,512.000000,31800.258238,5900.000000
40,16.772000,64.000000,26617.074445,5186.000000
40,30.000000,6.000000,26058.835910,1721.000000
40,30.000000,9.000000,25118.744535,1556.000000
40,30.000000,12.000000,26930.280671,2250.000000
40,30.000000,15.000000,28348.558253,3428.000000
40,30.000000,18.000000,25255.096654,3057.000000
