Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
34,4.073000,262144.000000,118780.174676,92086.000000
34,4.639000,32768.000000,69225.631034,28460.000000
34,5.649000,4096.000000,122674.961655,53026.000000
34,7.918000,512.000000,79312.251563,17022.000000
34,16.772000,64.000000,94536.967203,23484.000000
34,30.000000,6.000000,101965.863361,5670.000000
34,30.000000,9.000000,93950.306498,9231.000000
34,30.000000,12.000000,65005.537095,5338.000000
34,30.000000,15.000000,176047.933762,40299.000000
34,30.000000,18.000000,78785.649759,10085.000000
