Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
38,4.073000,262144.000000,88858.171414,48392.000000
38,4.639000,32768.000000,154171.900734,121626.000000
38,5.649000,4096.000000,53045.378112,20598.000000
38,7.918000,512.000000,45505.318579,10675.000000
38,16.772000,64.000000,28954.268874,3725.000000
38,30.000000,6.000000,39628.882523,2151.000000
38,30.000000,9.000000,37719.118720,3277.000000
38,30.000000,12.000000,33994.561889,4418.000000
38,30.000000,15.000000,30070.422278,3156.000000
38,30.000000,18.000000,32646.294690,5241.000000
