Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
32,4.073000,262144.000000,84523.344716,40905.000000
32,4.639000,32768.000000,244994.630023,218247.000000
32,5.649000,4096.000000,439867.888805,191877.000000
32,7.918000,512.000000,144344.119142,33541.000000
32,16.772000,64.000000,218716.509180,43480.000000
32,30.000000,6.000000,326548.617912,14183.000000
32,30.000000,9.000000,159080.487204,7596.000000
32,30.000000,12.000000,110725.010657,14594.000000
32,30.000000,15.000000,361670.846123,75903.000000
32,30.000000,18.000000,319002.075188,46237.000000
