Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
20,4.073000,262144.000000,1139074.243958,271958.000000
20,4.639000,32768.000000,1669524.484212,229231.000000
20,5.649000,4096.000000,2668922.705807,271968.000000
20,7.918000,512.000000,6005880.410830,293781.000000
20,16.772000,64.000000,12630074.299043,303098.000000
20,30.000000,6.000000,15122017.881282,305109.000000
20,30.000000,9.000000,14363611.717685,305109.000000
20,30.000000,12.000000,13947348.036886,304647.000000
20,30.000000,15.000000,12605578.412325,301151.000000
20,30.000000,18.000000,12748025.145236,307366.000000
