Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
40,4.073000,262144.000000,112821.793892,78758.000000
40,4.639000,32768.000000,90764.561080,50333.000000
40,5.649000,4096.000000,60000.240658,29846.000000
40,7.918000,512.000000,47559.954111,12775.000000
40,16.772000,64.000000,23317.843447,2629.000000
40,30.000000,6.000000,31520.466193,2020.000000
40,30.000000,9.000000,31104.100517,2099.000000
40,30.000000,12.000000,26407.544358,2453.000000
40,30.000000,15.000000,28067.111216,3024.000000
40,30.000000,18.000000,30433.115992,3566.000000
