Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
34,4.073000,262144.000000,43296.013500,20388.000000
34,4.639000,32768.000000,159713.286874,127010.000000
34,5.649000,4096.000000,84562.303534,34792.000000
34,7.918000,512.000000,113496.339214,25171.000000
34,16.772000,64.000000,60555.390206,9220.000000
34,30.000000,6.000000,89294.689355,4769.000000
34,30.000000,9.000000,96321.776691,6104.000000
34,30.000000,12.000000,69702.344982,8253.000000
34,30.000000,15.000000,81907.357337,18682.000000
34,30.000000,18.000000,69629.084850,10520.000000
