Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
32,4.073000,262144.000000,219155.535182,190859.000000
32,4.639000,32768.000000,151584.954596,92549.000000
32,5.649000,4096.000000,493869.281029,177367.000000
32,7.918000,512.000000,128321.438170,33745.000000
32,16.772000,64.000000,107370.575359,24499.000000
32,30.000000,6.000000,474049.043313,19812.000000
32,30.000000,9.000000,207284.101443,42378.000000
32,30.000000,12.000000,280422.793396,64719.000000
32,30.000000,15.000000,128626.521593,20971.000000
32,30.000000,18.000000,261329.363721,37638.000000
