Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
38,4.073000,262144.000000,72911.563431,46283.000000
38,4.639000,32768.000000,131723.775280,110934.000000
38,5.649000,4096.000000,72597.350386,32187.000000
38,7.918000,512.000000,40396.047443,9605.000000
38,16.772000,64.000000,33238.703103,3985.000000
38,30.000000,6.000000,37665.212398,3467.000000
38,30.000000,9.000000,41505.786970,2853.000000
38,30.000000,12.000000,46065.165462,7402.000000
38,30.000000,15.000000,34207.897158,5034.000000
38,30.000000,18.000000,37001.400744,4920.000000
