Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time
26,4.073000,262144.000000,277566.474181,222748.000000
26,4.639000,32768.000000,286375.136262,155534.000000
26,5.649000,4096.000000,1634271.244436,305021.000000
26,7.918000,512.000000,3297047.123042,291705.000000
26,16.772000,64.000000,9534207.699712,298939.000000
26,30.000000,6.000000,12591306.067351,278412.000000
26,30.000000,9.000000,12098611.859620,266453.000000
26,30.000000,12.000000,10026550.759071,304260.000000
26,30.000000,15.000000,8724843.104630,302166.000000
26,30.000000,18.000000,8678911.153722,307708.000000
