arrival_rate,bp_L,bp_H,FCFS_percentage,RMLF_percentage,total_rounds
36.00,60.00,12,100.00,0.00,100
26.00,56.30,64,100.00,0.00,99
24.00,56.30,64,100.00,0.00,99
30.00,60.00,24,100.00,0.00,99
30.00,56.30,64,100.00,0.00,100
20.00,60.00,24,100.00,0.00,98
38.00,60.00,18,100.00,0.00,100
40.00,60.00,12,100.00,0.00,100
26.00,9.80,32768,8.00,92.00,100
36.00,60.00,24,100.00,0.00,100
34.00,56.30,64,100.00,0.00,100
26.00,60.00,12,100.00,0.00,99
34.00,60.00,18,100.00,0.00,100
26.00,18.90,512,40.40,59.60,99
20.00,60.00,18,100.00,0.00,99
38.00,56.30,64,100.00,0.00,100
36.00,12.40,4096,14.00,86.00,100
38.00,60.00,24,100.00,0.00,100
20.00,56.30,64,100.00,0.00,99
28.00,60.00,12,100.00,0.00,99
40.00,60.00,24,100.00,0.00,100
28.00,8.50,262144,5.00,95.00,100
26.00,12.40,4096,9.00,91.00,100
38.00,8.50,262144,6.00,94.00,100
36.00,8.50,262144,10.00,90.00,100
20.00,18.90,512,41.41,58.59,99
34.00,12.40,4096,9.00,91.00,100
34.00,9.80,32768,6.06,93.94,99
20.00,9.80,32768,5.15,94.85,97
32.00,18.90,512,43.00,57.00,100
28.00,56.30,64,100.00,0.00,99
40.00,18.90,512,53.00,47.00,100
36.00,18.90,512,43.00,57.00,100
34.00,8.50,262144,7.00,93.00,100
40.00,56.30,64,100.00,0.00,100
30.00,60.00,18,100.00,0.00,100
26.00,60.00,24,100.00,0.00,99
38.00,9.80,32768,2.02,97.98,99
20.00,60.00,12,100.00,0.00,99
32.00,9.80,32768,3.00,97.00,100
34.00,60.00,12,100.00,0.00,100
36.00,56.30,64,100.00,0.00,100
30.00,9.80,32768,6.00,94.00,100
22.00,9.80,32768,6.00,94.00,100
20.00,12.40,4096,7.45,92.55,94
32.00,60.00,24,100.00,0.00,99
32.00,60.00,18,100.00,0.00,100
26.00,60.00,18,100.00,0.00,99
30.00,8.50,262144,5.38,94.62,93
36.00,60.00,18,100.00,0.00,100
28.00,12.40,4096,10.10,89.90,99
24.00,18.90,512,42.42,57.58,99
22.00,18.90,512,40.82,59.18,98
38.00,12.40,4096,4.00,96.00,100
22.00,60.00,24,100.00,0.00,99
28.00,18.90,512,42.00,58.00,100
40.00,12.40,4096,12.00,88.00,100
28.00,60.00,18,100.00,0.00,100
38.00,60.00,12,100.00,0.00,100
28.00,9.80,32768,7.00,93.00,100
32.00,56.30,64,100.00,0.00,100
40.00,9.80,32768,6.00,94.00,100
30.00,60.00,12,100.00,0.00,99
22.00,56.30,64,100.00,0.00,99
36.00,9.80,32768,5.05,94.95,99
40.00,60.00,18,100.00,0.00,100
22.00,60.00,12,100.00,0.00,99
24.00,60.00,18,100.00,0.00,99
20.00,8.50,262144,5.00,95.00,100
34.00,60.00,24,100.00,0.00,100
24.00,60.00,24,100.00,0.00,99
24.00,12.40,4096,5.05,94.95,99
24.00,9.80,32768,9.00,91.00,100
32.00,60.00,12,100.00,0.00,100
22.00,60.00,18,100.00,0.00,99
26.00,8.50,262144,8.00,92.00,100
32.00,8.50,262144,7.07,92.93,99
28.00,60.00,24,100.00,0.00,99
22.00,8.50,262144,4.17,95.83,96
30.00,18.90,512,44.00,56.00,100
30.00,12.40,4096,8.16,91.84,98
34.00,18.90,512,57.00,43.00,100
22.00,12.40,4096,6.06,93.94,99
24.00,60.00,12,100.00,0.00,99
32.00,12.40,4096,9.09,90.91,99
24.00,8.50,262144,6.06,93.94,99
40.00,8.50,262144,3.00,97.00,100
38.00,18.90,512,41.00,59.00,100
